id,name,brewery_type
2429,Karetas Brewing,contract
2430,Keg Grove Brewing Company,micro
2431,Kings & Convicts Brewing,micro
2432,Kinslahger Brewing Company,micro
2433,Knox County Brewing Co.,planning
2434,Lagunitas Brewing Co,large
2435,Lake Bluff Brewing Company,micro
2436,Lake Brothers Beer Company,contract
2437,Lake Effect Brewing Company,micro
2438,Lake St Brewing,planning
2439,Lena Brewing Company,micro
2440,Lieferbrau Brewery LLC,micro
2441,Light the Lamp Brewery,micro
2442,Lil Beaver Brewery,micro
2443,Lionstone Brewing,brewpub
2444,Lo Rez Brewing,micro
2445,Local Option,contract
2446,Lot 50 Brewing,micro
2447,"Lucky Monk Burger, Pizza & Beer Co",brewpub
2448,Lunar Brewing Co,proprietor
2449,Mad Mouse Brewery,contract
2450,Mainstreet Brewing Company,micro
2451,Maplewood Brewing Company,micro
2452,Marz Community Brewing,proprietor
2453,Maverick Ales & Lager,planning
2454,McHenry Brewing Company,planning
2455,Metal Monkey Brewing LLC,micro
2456,Metropolitan Brewing,micro
2457,Mickey Finns Brewery,brewpub
2458,Middle Brow Beer Company,micro
2459,Midnight Pig Beer,brewpub
2460,Mikerphone Brewing,micro
2461,Miskatonic Brewing Company,micro
2462,Moody Tongue Brewing Company,micro
2463,More Brewing Co,brewpub
2464,Motor Row Brewing,micro
2465,MyGrain Brewing Company,brewpub
2466,Myths and Legends Brewing Company,micro
2467,Noon Whistle Brewing Company,micro
2468,Oak Park Brewing Company,brewpub
2469,Obed & Isaac's,micro
2470,Obed & Isaac's Microbrewery and Eatery - Peoria,brewpub
2471,Obscurity,planning
2472,Off Color Brewing,micro
2473,Off-Kilter Brewing,micro
2474,O'Griffs Grill & Brewhouse,brewpub
2475,Old Irving Brewing Co.,brewpub
2476,Old Town Abbey Ales,proprietor
2477,On Tour Brewing Co.,micro
2478,One Allegiance Brewing,planning
2479,One Trick Pony Brewery,micro
2480,Only Child Brewing Company,micro
2481,Open Outcry,brewpub
2482,Oswego Brewing Company,micro
2483,Peckish Pig,brewpub
2484,Peel Brewing Co.,brewpub
2485,Penrose Brewing Company,micro
2486,Piece Brewery,brewpub
2487,Pig Minds Brewing Co,brewpub
2488,Pipeworks Brewing Co,micro
2489,Pipeworks Brewing Co,micro
2490,Pizza Beer Company,contract
2491,Pollyanna Brewing Company,micro
2492,Prairie Krafts Brewing Company,micro
2493,Prairie Street Brewing Co.,brewpub
2494,"Rabid Brewing, LLC",micro
2495,Radicle Effect Brewerks,micro
2496,Radium City Brewing,micro
2497,RAM Restaurant and Brewery - Schaumburg,brewpub
2498,RAM Restaurant and Brewery - Wheeling,brewpub
2499,Ravinia Brewing Company,proprietor
2500,Recess Brewing,micro
2501,Revolution Brewing,regional
2502,Revolution Brewing - Brewpub,brewpub
2503,Riggs Beer Company,micro
2504,Ritt Brewing Company,planning
2505,River Hawk Brewing,micro
2506,Riverlands Brewing Company,planning
2507,Roaring Table Brewing,micro
2508,Rock Bottom Brewery - Chicago,brewpub
2509,Rock Bottom Brewery - Orland Park,brewpub
2510,Rock Bottom Brewery - Warrenville,brewpub
2511,Rock Bottom Brewery - Yorktown,brewpub
2512,Rolling Meadows Farm Brewery,micro
2513,Ryan Brewing Company,micro
2514,Sacred Lake Brewing,planning
2515,Scorched Earth Brewing Co.,micro
2516,Scratch Brewing Company,brewpub
2517,"Seery Athlone Brewing, Inc",micro
2518,Sew Hop'd Brewery LLC,planning
2519,ShadowView Brewing,planning
2520,Short Fuse Brewing Company,brewpub
2521,Side Lot Brewery,micro
2522,Skeleton Key Brewery,micro
2523,Sketchbook Brewing Company,micro
2524,Small Town Brewery,large
2525,Smylie Brothers Brewing Co,brewpub
2526,Solemn Oath Brewery,micro
2527,Soundgrowler Brewing Co.,brewpub
2528,Spiteful Brewing,micro
2529,St Nicholas Brewing Co,brewpub
2530,Stockholms Vardshus,brewpub
2531,Strikhedonia Brewing Company LLC,planning
2532,Stubborn German Brewing Co,micro
2533,Tangled Roots Brewing Company,brewpub
2534,"Temperance Beer Company, LLC",micro
2535,Ten Ninety Brewing Co,micro
2536,The Berghoff Brewery Inc.,contract
2537,The Berghoff Restaurant,planning
2538,The Hop Brewery,brewpub
2539,The Old Bakery Beer Company,brewpub
2540,Tighthead Brewing Co,micro
2541,Timotheus Brothers Brewery,micro
2542,Tocayo Brewing Company,contract
2543,Topsy Turvy,planning
2544,Tribes Beer Company,brewpub
2545,Triptych Brewing,micro
2546,Twisted Hippo,contract
2547,Two Brothers Brewing Co,regional
2548,Une Annee Brewery,micro
2549,Urban Renewal Brewery,planning
2550,Veteran Beer Co / Veteran Beverage Company,proprietor
2551,Vice District Tap Room,micro
2552,Village Vintner Winery & Brewery,brewpub
2553,Von Jakob Winery,brewpub
2554,Wake Brewing,micro
2555,Werk Force Brewing Co,micro
2556,Whiner Beer Company,micro
2557,White Oak Brewing,micro
2558,Wild Onion Brewing Co.,micro
2559,Will County Brewing Company,micro
2560,Wishful Acres Farm and Brewery,micro
2561,Wonky Brew Factory,planning
2562,Zum Bier,micro
2563,10-56 Brewing Company,micro
2564,18th Street Brewery,micro
2565,18th Street Brewery,micro
2566,2Toms Brewing Company,brewpub
2567,450 North Brewing Company @ Simmons Winery,brewpub
2568,95ate5 Brewpub,brewpub
2569,Auburn Brewing Company,planning
2570,Back Alley Brewing Co,micro
2571,Back Road Brewery,micro
2572,Backstep Brewing Company,micro
2573,Bad Dad Brewery,micro
2574,Bare Hands Brewery,micro
2575,Barley Island Brewing Co,brewpub
2576,Basket Case Brewing Co,brewpub
2577,Bier Brewery and Taproom,micro
2578,Big Leaf Brewing,micro
2579,Big Lug Canteen,brewpub
2580,Birdboy Brewing Co,micro
2581,Black Acre Brewing Co,brewpub
2582,Black Circle Brewing Co,micro
2583,Black Swan Brewpub,brewpub
2584,Blind Owl Brewery,brewpub
2585,Bloomington Brewing Co,brewpub
2586,Bloomington Brewing Co - Production Facility,micro
2587,Books & Brews,brewpub
2588,Brew Link Brewing,proprietor
2589,Brewery In Planning - Carmel IN,planning
2590,"Brewery in Planning - Elkhart, IN",planning
2591,"Brewery in Planning - Fort Wayne, IN",planning
2592,Brewery in Planning - Franklin,planning
2593,Brewery In Planning - Indianapolis,planning
2594,Brewery in Planning - Noblesville,planning
2595,Broad Ripple Brewing Co,brewpub
2596,Brokerage Brewing Company,micro
2597,Brugge Brasserie,brewpub
2598,Bulldog Brewing,brewpub
2599,Burn'Em Brewing,brewpub
2600,Byway Brewing Company,brewpub
2601,Cannon Ball Brewing Company,brewpub
2602,Carbon Brewing Company,planning
2603,Carson's Brewery,micro
2604,Cedar Creek Brewing Co.,micro
2605,Centerpoint Brewing,micro
2606,Central State Brewing,micro
2607,Chapman's Brewing Company,planning
2608,Chapman's Brewing Company,brewpub
2609,Chilly Water Brewing Company,brewpub
2610,Civilian Brewing Corps,planning
2611,Crasian Brewing Co,micro
2612,Creatures Of Habit Brewing Co,planning
2613,Creek Bottom Brew LLC,planning
2614,Crooked Ewe Brewery & Ale House,brewpub
2615,Crown Brewing Co,brewpub
2616,Danny Boy Beer Works,brewpub
2617,Daredevil Brewing Company,micro
2618,Deer Creek Brewery,micro
2619,Deviate Brewing Co,micro
2620,Devil's Trumpet Brewing Co,micro
2621,Donum Dei Brewery,brewpub
2622,Evil Czech Brewery,brewpub
2623,Feed Store Beer Co,planning
2624,Field Brewing,planning
2625,Figure Eight Brewing Co,brewpub
2626,Flat 12 Bierwerks,micro
2627,Flix Brewhouse,brewpub
2628,Floyd County Brewing Company,brewpub
2629,Fountain Square Brewing Co,micro
2630,Four Day Ray Brewing,brewpub
2631,Four Fathers Brewing,micro
2632,Function Brewing Co,brewpub
2633,George Ringler & Company,planning
2634,GnomeTown Brewing Co,brewpub
2635,Goshen Brewing Company,brewpub
2636,Grand Junction Brewing Co,brewpub
2637,Granite City Food & Brewery,brewpub
2638,Granite City Food & Brewery (#24),brewpub
2639,Granite City Food & Brewery (#26),brewpub
2640,Granite City Food & Brewery (#27),brewpub
2641,Great Crescent Brewery,micro
2642,Guggman Haus Brewing Co.,planning
2643,Half Moon Restaurant & Brewery,brewpub
2644,Heavenly Goat Brewing Company,brewpub
2645,"Herrmann Brewthers, LLC",planning
2646,Hoosier Brewing Company,micro
2647,Hop Quest Brewing Company,planning
2648,Hop River Brewing Company,micro
2649,Hunter's Brewing,brewpub
2650,Iechyd Da Brewing,brewpub
2651,Indiana City Brewing,micro
2652,Ironwood Brewing Co LLC,micro
2653,Junk Ditch Brewing Company,micro
2654,Lafayette Brewing Co,brewpub
2655,LaOtto Brewing LLC,brewpub
2656,Lil' Charlie's Restaurant & Brewery,contract
2657,Liter House,planning
2658,Mad Anthony Brewing Co,micro
2659,Maidens Brewery,brewpub
2660,Main Street Brewing Inc/Turonis Pizza,brewpub
2661,MashCraft Brewing,micro
2662,Metazoa Brewing Co.,micro
2663,Misconduct Brewing,planning
2664,Moontown Brewing,brewpub
2665,Nailers Brewing Company,brewpub
2666,New Albanian Bank Street Brewhouse,brewpub
2667,New Albanian Brewing Co,brewpub
2668,New Boswell Brewing Co,micro
2669,New Corner Brewing Company,micro
2670,New Oberpfalz Brewing,brewpub
2671,Noble Order Brewing Company,brewpub
2672,Norris English Pub,brewpub
2673,Oaken Barrel Brewing Co,brewpub
2674,Off Square Brewing,brewpub
2675,Opocofi Brewing Company,planning
2676,Pax Verum Brewing,micro
2677,Peoples Brewing Co,micro
2678,Planetary Brewing Company,micro
2679,Point Blank Brewing Company,brewpub
2680,"Pokro Brewing Company, The",micro
2681,Power House Brewing Co's Columbus Bar,brewpub
2682,Quaff On Brewing,micro
2683,Raintree Brewing Company,micro
2684,RAM Restaurant and Brewery - Indianapolis,brewpub
2685,Rebelle Brewing,planning
2686,Redemption Alewerks,brewpub
2687,Rock Bottom Brewery - Indianapolis,brewpub
2688,Round Town Brewery,micro
2689,Salt Creek Brewery,brewpub
2690,Scarlet Lane Brewing Company LLC,micro
2691,Schnitz Brewery,brewpub
2692,Shoreline Brewery,brewpub
2693,South Bend Brew Werks,brewpub
2694,St John Malt Brothers Brewing,brewpub
2695,St. Benedict's Brew Works,micro
2696,St. Joseph Brewery & Public House,brewpub
2697,Studebaker Brewing Company,planning
2698,Summit City Brwerks,brewpub
2699,Sun King Brewery,micro
2700,Sun King Brewing Co,regional
2701,Sun King Brewing Co,planning
2702,Switchyard Brewing Company,micro
2703,Taxman Brewing Co,micro
2704,Teays River Brewing,brewpub
2705,Terre Haute Brewing Company,brewpub
2706,The Guardian Brewing Company,micro
2707,The Koontz Lake Brewing Company,brewpub
2708,The Red Yeti,brewpub
2709,The Tap Brewery,brewpub
2710,Thr3e Wise Men Brewing Co,brewpub
2711,Three Floyds Brewing Co,regional
2712,Three Pints Brewpub,brewpub
2713,Tin Man Brewing Company,micro
2714,Tin Man Brewing Kokomo,micro
2715,Traders Brewing Company,micro
2716,Triton Brewing Company,micro
2717,Trubble Brewing,micro
2718,Twenty Below Brewing @ Twenty Tap,brewpub
2719,TwoDEEP Brewing,brewpub
2720,Union Brewing,micro
2721,Upland Brewing Co,micro
2722,Upland Brewing Co - Bloomington Brewpub,regional
2723,Wabash Brewing,micro
2724,WarPigs USA Brewing Co.,contract
2725,Wasser Brewing Company,brewpub
2726,Westwind Brewery Co.,planning
2727,White Raven Brewing,planning
2728,Wildrose Brewing Company,brewpub
2729,Windmill Brewing,micro
2730,Wooden Bear Brewing Co,micro
2731,Zorn Brew Works,micro
2732,ZwanzigZ Brewing,brewpub
2733,5 Alarm Brewing Co,micro
2734,515 Brewing Co,micro
2735,7 Hills Brewing Company,brewpub
2736,Albia Brewing Co,brewpub
2737,Alluvial Brewing Company,micro
2738,Backpocket Brewing Co,micro
2739,BackRoad Brewery,micro
2740,Barn Town Brewing Co.,brewpub
2741,Bent River Brewing Co,brewpub
2742,Big Grove Brewery,micro
2743,Big Grove Brewery & Tap Room,brewpub
2744,Big Rack Brew Haus,micro
2745,Big's BBQ Brewpub,brewpub
2746,Boone Valley Brewing Co,micro
2747,Boot N Flute Brewery / Guild Wurst Tavern,brewpub
2748,Brioux City Brewery,micro
2749,Carroll Brewing Co.,micro
2750,Catfish Charlies / Catfish Creek Brew Pub,brewpub
2751,Clock House Brewing,micro
2752,Confluence Brewing Co,micro
2753,Contrary Brewing Co,micro
2754,Court Avenue Brewing Co,brewpub
2755,Crawford Brew Works,micro
2756,Deb's Brewtopia,micro
2757,Depot Deli and Lounge,brewpub
2758,Dimensional Brewing Co.,planning
2759,Drink Me Brewing,micro
2760,Dubuque Star Brands / Otter Tail Brewery,contract
2761,Exile Brewing,micro
2762,Fat Hill Brewing,micro
2763,Fenceline Beer Lab,planning
2764,Fenders Brewing Company,micro
2765,Firetrucker Brewery,micro
2766,Five Cities Brewing,micro
2767,Flix Brewhouse,brewpub
2768,Fox Brewing,micro
2769,Franklin Street Brewing Company,micro
2770,Front Street Brewery - IA,brewpub
2771,Granite City Food & Brewery (#4),brewpub
2772,Granite City Food & Brewery (#5),brewpub
2773,Granite City Food & Brewery (#6),brewpub
2774,Granite City Food & Wort House,micro
2775,Great River Brewery,micro
2776,Green Tree Brewery,micro
2777,Iowa Brewing,micro
2778,Iowa River Brewing Company,micro
2779,Jackson Street Brewing,micro
2780,Jubeck New World Brewing,micro
2781,Kalona Brewing Company,brewpub
2782,Keg Creek Brewing Company,micro
2783,Lake Time Brewery,micro
2784,Lark Brewing,brewpub
2785,Limestone Brewers,micro
2786,Lion Bridge Brewing Company,brewpub
2787,Lost Duck Brewing Co.,brewpub
2788,Madhouse Brewing Co,micro
2789,Mason City Brewing,micro
2790,Millstream Brewing Co,brewpub
2791,Mistress Brewing Company,micro
2792,New American Brewing Company,micro
2793,NoCoast Beer Co,micro
2794,Okoboji Brewing Co,micro
2795,Olde Main Brewing Co & Restaurant,brewpub
2796,Pallister Brothers Brewing Company,micro
2797,Parkside Brewing Company,brewpub
2798,Peace Tree Brewing Company,micro
2799,PIVO Brewery,micro
2800,Pulpit Rock Brewing Co.,micro
2801,Quarter Barrel Arcade,brewpub
2802,Reclaimed Rails Brewing Company,micro
2803,ReUnion Brewery,brewpub
2804,River Ridge Brewing,micro
2805,Rustic Brew,brewpub
2806,Second State Brewing Company,micro
2807,Shiny Top Brewing,micro
2808,Single Speed Brewing Co,brewpub
2809,Single Speed Brewing Co Tap Room,brewpub
2810,The Arizona Beer Garden LLC,planning
2811,Thew Brewing Company,micro
2812,Third Base Brewery,brewpub
2813,Timbukbru,micro
2814,Toppling Goliath Brewing Co,micro
2815,Torrent Brewing Co,micro
2816,TractorLift Brewery,micro
2817,Twisted Vine Brewery,micro
2818,V's Restaurant and Brewpub,brewpub
2819,West O Beer,micro
2820,Worth Brewing Co,brewpub
2821,23rd Street Brewery,brewpub
2822,Aero Plains Brewing,micro
2823,Augustino Brewing,brewpub
2824,Beaver Brewery At Mo's Place,brewpub
2825,Blind Tiger Brewery & Restaurant,brewpub
2826,Blue Skye Brewery,brewpub
2827,Brew Lab,brewpub
2828,Brewery in Planning - Burlington,planning
2829,Center Pivot,planning
2830,Central Standard Brewing,micro
2831,Defiance Brewing Co.,micro
2832,Dodge City Brewing,brewpub
2833,Fields & Ivy Brewery,planning
2834,Free State Brewing Co,brewpub
2835,Free State Brewing Co - Production,micro
2836,Gella's Diner & Liquid Bread Brewing Co,brewpub
2837,Granite City Food & Brewery (#12),brewpub
2838,Granite City Food & Brewery (#13),brewpub
2839,Grinderâs High Noon Brewery,brewpub
2840,Hank Is Wiser Brewery,brewpub
2841,Happy Basset Brewing Company,micro
2842,Hopping Gnome Brewing Company,micro
2843,Kansas City Breweries Company,proprietor
2844,Kansas Territory Brewing,micro
2845,Lawrence Beer Company,brewpub
2846,Limestone Beer Co,brewpub
2847,Limitless Brewing,planning
2848,Little Apple Brewing Co,micro
2849,Norsemen Brewing Co.,micro
2850,Nortons Brewing Co.,brewpub
2851,Radius Brewing Company,micro
2852,Red Crow Brewing Company,micro
2853,River City Brewing Co,brewpub
2854,Salt City Brewing,micro
2855,Tallgrass Brewing Co,regional
2856,Tallgrass Taphouse Co,brewpub
2857,The Boiler Room Brewhaus LLC,micro
2858,The Jolly Fox Brewery,planning
2859,Third Place Brewing,micro
2860,Three Rings Brewery,micro
2861,Transport Brewery,planning
2862,Union Works Brewery LLC,planning
2863,Walnut River Brewing Company,micro
2864,Wichita Brewing Co & Pizzeria,brewpub
2865,Wichita Brewing Co & Pizzeria,brewpub
2866,"Wichita Brewing Co Production, LLC",micro
2867,Willcott Brewing Company,planning
2868,Yankee Tank Brewing Company,micro
2869,23 Brewing Company / Lizzie B's Cafe,brewpub
2870,3rd Turn Brewing,micro
2871,Against the Grain Beer Garden,planning
2872,Against the Grain Brewery,micro
2873,Against the Grain Production Facility,micro
2874,Akasha Brewing Company,micro
2875,Alexandria Brewing Company,micro
2876,Alltech's Lexington Brewing,regional
2877,Apocalypse Brew Works,micro
2878,Beer Engine,micro
2879,Bircus Brewing,micro
2880,Blue Stallion Brewing Company,micro
2881,Bluegrass Brewing Co - Brewpub,brewpub
2882,Braxton Brewing Company,micro
2883,Braxton Labs,micro
2884,Brewery in Planning - Louisville,planning
2885,Chase Brewing Company / Chase Tap Room,brewpub
2886,Country Boy Brewing,micro
2887,Country Boy Brewing - Georgetown,micro
2888,Cumberland Brewery,brewpub
2889,Darkness Brewing,micro
2890,Dreaming Creek Brewery,micro
2891,Dry Ground Brewing Company,micro
2892,Dueling Barrels,micro
2893,Ethereal Brewing,micro
2894,Falls City Brewing Company,micro
2895,Flywheel Brewing Company,micro
2896,Goodwood Brewing Co,micro
2897,Gordon Biersch Brewery Restaurant - Louisville,brewpub
2898,Gravely Brewing Co.,micro
2899,Great Flood Brewing,micro
2900,Great Flood Brewing- Production Facility,micro
2901,Henderson Brewing Company,planning
2902,Hofbrauhaus Newport,brewpub
2903,Holsopple Brewing,micro
2904,Hopcat - Louisville,brewpub
2905,Hopkinsville Brewing Company,micro
2906,Jarfly Brewing Co,micro
2907,Lemons Mill Brewery,micro
2908,Life Brewpub,brewpub
2909,"Maiden City Brewing Company, LLC",micro
2910,Mash Cult Brewing,micro
2911,Mile Wide Beer Co.,micro
2912,Mirror Twin Brewing,brewpub
2913,Monnik Beer Company,brewpub
2914,Old Louisville Brewery,micro
2915,Paducah Beer Werks,brewpub
2916,Pivot Brewing Company,micro
2917,Rock House Brewing,micro
2918,Rooster Brewing,micro
2919,St Arnulf Alery,micro
2920,Sterling Beer Co.,contract
2921,Tap on Main Brewing Company,micro
2922,Town Branch Distillery,micro
2923,Uncrafted Territory Brewing Company,planning
2924,West Sixth Brewing Co,micro
2925,West Sixth Greenroom,micro
2926,White Squirrel Brewery,brewpub
2927,Wooden Cask Brewing Company,micro
2928,Abita Brewing Co,regional
2929,Bayou Teche Brewing,micro
2930,Brasserie L'Etrange,planning
2931,Brewery In Planning - Baton Rouge,planning
2932,Brewery In Planning - Natchitoches,planning
2933,Brieux Carre Brewing Company,micro
2934,Broken Wheel Brewery,brewpub
2935,Cajun Brewing,micro
2936,"Cane River Brewing Co., L.L.C",planning
2937,Chafunkta Brewing Co,micro
2938,Chappapeela Farms Brewery,micro
2939,Covington Brewhouse,micro
2940,Crescent City Brewhouse,brewpub
2941,Crying Eagle Brewing Company,micro
2942,Dixie Brewing Co Inc.,contract
2943,"Dixie Brewing Company, LLC",contract
2944,Flying Heart Brewing,micro
2945,Flying Tiger Brewery,micro
2946,Folsom Brewery,planning
2947,Gnarly Barley Brewing,micro
2948,Gordon Biersch Brewery Restaurant - New Orleans,brewpub
2949,Great Raft Brewing,micro
2950,High Ground Brewery,planning
2951,Huckleberry Brewing Company,micro
2952,Le Chien Brewing Company,planning
